"filename","AB","AF","AU","BP","C1","CC","CH","CL","CR","CT","CY","DE","DI","DT","EM","EP","FN","FU","FX","GA","GE","ID","IS","J9","JI","LA","LT","MC","MI","NR","PA","PD","PG","PI","PN","PS","PT","PU","PY","RI","RID","OI","PM","RP","SC","SI","SN","SO","SU","TA","TC","TI","UT","VR","VL","WC","Z9"
"./data/Ecuador_0114.txt",NA,"Gomes, Ana C. S.
Andrade, Ana
Barreto-Silva, Juan S.
Brenes-Arguedas, Tania
Lopez, Dairon C.
de Freitas, Camila C.
Lang, Carla
de Oliveira, Alexandre A.
Perez, Alvaro J.
Perez, Rolando
da Silva, Joao B.
Silveira, Alexandra M. F.
Vaz, Marcel C.
Vendrami, Juliana
Vicentini, Alberto
","Gomes, ACS
Andrade, A
Barreto-Silva, JS
Brenes-Arguedas, T
Lopez, DC
de Freitas, CC
Lang, C
de Oliveira, AA
Perez, AJ
Perez, R
da Silva, JB
Silveira, AMF
Vaz, MC
Vendrami, J
Vicentini, A
","70
","[Gomes, Ana C. S.; Andrade, Ana; Lang, Carla; da Silva, Joao B.; Silveira, Alexandra M. F.; Vicentini, Alberto] Inst Nacl de Pesquisas da Amazonia, Projeto Dinam Biol Fragmentos Florestais, BR-69060001 Manaus, AM, Brazil.
[Barreto-Silva, Juan S.] Inst Amazon Invest Cient Sinchi, Leticia, Amazonas, Colombia.
[Brenes-Arguedas, Tania; Perez, Rolando] Smithsonian Trop Res Inst, Balboa Ancon, Panama.
[Lopez, Dairon C.] Inst Amazon Invest Cient Sinchi, Herbario Amazon Colombiano COAH, Bogota, Colombia.
[de Freitas, Camila C.] Inst Nacl de Pesquisas da Amazonia, Lab Psicol & Educ Ambiental LAPSEA, BR-69083000 Manaus, AM, Brazil.
[de Oliveira, Alexandre A.; Vaz, Marcel C.; Vendrami, Juliana] Univ Sao Paulo, Inst Biociencias IB USP, Dept Ecol, BR-05508090 Sao Paulo, Brazil.
[Perez, Alvaro J.] Pontificia Univ Catolica Ecuador, Escuela Ciencias Biol, Herbario QCA, Lab Ecol Plantas, Quito, Ecuador.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/j.1654-1103.2012.01441.x
",NA,"anacarlag@gmail.com; asegalin@gmail.com; jbarreto@sinchi.org.co;
BrenesT@si.edu; dcardenas@sinchi.org.co; camifreitas.bio@gmail.com;
carlangbio@gmail.com; adalardo@usp.br; alvaro.perez.castaneda@gmail.com;
PerezRo@si.edu; jbatista@inpa.gov.br; xandralfaia@hotmail.com;
marcelcvaz@yahoo.com.br; juliana.lv@gmail.com; vicentini.beto@gmail.com
","79
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"1
",NA,NA,NA,NA,NA,NA,30,NA,"JAN
",NA,NA,NA,NA,"J
",NA,2013,"Vicentini, Alberto/F-7479-2012; Oliveira, Alexandre/G-8830-2012
",NA,"Vicentini, Alberto/0000-0002-5906-9358; Oliveira,
Alexandre/0000-0001-5526-8109
",NA,"Vicentini, A (reprint author), Inst Nacl de Pesquisas da Amazonia, Projeto Dinam Biol Fragmentos Florestais, CP 478, BR-69060001 Manaus, AM, Brazil.
",NA,NA,"1100-9233
","JOURNAL OF VEGETATION SCIENCE
",NA,NA,7,"Local plant species delimitation in a highly diverse Amazonian forest:
do we all see the same species?
","WOS:000312156600009
",1,24,NA,7
"./data/Ecuador_0114.txt",NA,"Chao, Anne
Jost, Lou
","Chao, A
Jost, L
","2533
","[Chao, Anne] Natl Tsing Hua Univ, Inst Stat, Hsinchu 30043, Taiwan.
[Jost, Lou] EcoMinga Fdn, Banos, Tungurahua, Ecuador.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chao@stat.nthu.edu.tw
","2547
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"12
",NA,NA,NA,NA,NA,NA,53,NA,"DEC
",NA,NA,NA,NA,"J
",NA,2012,NA,NA,NA,23431585,"Chao, A (reprint author), Natl Tsing Hua Univ, Inst Stat, Hsinchu 30043, Taiwan.
",NA,NA,"0012-9658
","ECOLOGY
",NA,NA,168,"Coverage-based rarefaction and extrapolation: standardizing samples by
completeness rather than size
","WOS:000312892500005
",1,93,NA,173
"./data/Ecuador_0114.txt",NA,"Dangles, Olivier
Carpio, Carlos
Woodward, Guy
","Dangles, O
Carpio, C
Woodward, G
","2615
","[Dangles, Olivier; Carpio, Carlos] Pontificia Univ Catolica Ecuador, Fac Ciencias Exactas & Nat, Quito, Ecuador.
[Dangles, Olivier] Univ Paris 11, F-91405 Orsay, France.
[Dangles, Olivier] CNRS, IRD, UR 072, LEGS CNRS,UPR 9034, F-91198 Gif Sur Yvette, France.
[Woodward, Guy] Queen Mary Univ London, Sch Biol & Chem Sci, London E1 4NS, England.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,"olivier.dangles@legs.cnrs-gif.fr
","2625
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"12
",NA,NA,NA,NA,NA,NA,59,NA,"DEC
",NA,NA,NA,NA,"J
",NA,2012,"Dangles, Olivier/C-4924-2009
",NA,"Dangles, Olivier/0000-0002-1987-8433
",23431592,"Dangles, O (reprint author), Pontificia Univ Catolica Ecuador, Fac Ciencias Exactas & Nat, Quito, Ecuador.
",NA,NA,"0012-9658
","ECOLOGY
",NA,NA,12,"Size-dependent species removal impairs ecosystem functioning in a
large-scale tropical field experiment
","WOS:000312892500012
",1,93,NA,12
"./data/Ecuador_0114.txt",NA,"Rios-Touma, Blanca
Encalada, A. C.
Prat, N.
","Rios-Touma, B
Encalada, AC
Prat, N
","1322
","[Rios-Touma, Blanca; Prat, N.] Univ Barcelona, Dept Ecol, Freshwater Ecol & Management Grp, E-08028 Barcelona, Spain.
[Rios-Touma, Blanca; Encalada, A. C.] Univ San Francisco Quito, Colegio Ciencias Biol & Ambient, Lab Ecol Acuat, Quito, Ecuador.
[Encalada, A. C.] Univ Coimbra, Dept Life Sci, IMAR CMA, Coimbra, Portugal.
",NA,NA,NA,NA,NA,NA,NA,"10.1603/EN12037
",NA,"briostouma@gmail.com
","1331
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"6
",NA,NA,NA,NA,NA,NA,64,NA,"DEC
",NA,NA,NA,NA,"J
",NA,2012,"Prat, Narcis /D-4405-2014; 
",NA,"Prat, Narcis /0000-0002-1550-1305; Encalada, Andrea/0000-0003-2497-6086
",23321079,"Rios-Touma, B (reprint author), Univ Barcelona, Dept Ecol, Freshwater Ecol & Management Grp, Av Diagonal 645, E-08028 Barcelona, Spain.
",NA,NA,"0046-225X
","ENVIRONMENTAL ENTOMOLOGY
",NA,NA,4,"Oviposition of Aquatic Insects in a Tropical High Altitude Stream
","WOS:000312670000005
",1,41,NA,4
"./data/Ecuador_0114.txt",NA,"De Caceres, Miquel
Legendre, Pierre
Valencia, Renato
Cao, Min
Chang, Li-Wan
Chuyong, George
Condit, Richard
Hao, Zhanqing
Hsieh, Chang-Fu
Hubbell, Stephen
Kenfack, David
Ma, Keping
Mi, Xiangcheng
Noor, Md. Nur Supardi
Kassim, Abdul Rahman
Ren, Haibao
Su, Sheng-Hsin
Sun, I-Fang
Thomas, Duncan
Ye, Wanhui
He, Fangliang
","De Caceres, M
Legendre, P
Valencia, R
Cao, M
Chang, LW
Chuyong, G
Condit, R
Hao, ZQ
Hsieh, CF
Hubbell, S
Kenfack, D
Ma, KP
Mi, XC
Noor, MNS
Kassim, AR
Ren, HB
Su, SH
Sun, IF
Thomas, D
Ye, WH
He, FL
","1191
","[De Caceres, Miquel] Forest Sci Ctr Catalonia, Solsona 25280, Spain.
[De Caceres, Miquel; Legendre, Pierre] Univ Montreal, Dept Sci Biol, Montreal, PQ H3C 3J7, Canada.
[Valencia, Renato] Pontificia Univ Catolica Ecuador, Lab Plant Ecol, Sch Biol Sci, Quito, Ecuador.
[Cao, Min] Chinese Acad Sci, Xishuangbanna Trop Bot Garden, Kunming 650223, Peoples R China.
[Chang, Li-Wan; Su, Sheng-Hsin] Taiwan Forestry Res Inst, Taipei, Taiwan.
[Chuyong, George] Univ Buea, Dept Life Sci, Buea, Cameroon.
[Condit, Richard; Hubbell, Stephen] Smithsonian Trop Res Inst, Balboa, Ancon, Panama.
[Hao, Zhanqing] Chinese Acad Sci, Inst Appl Ecol, Shenyang 110016, Peoples R China.
[Hsieh, Chang-Fu] Natl Taiwan Univ, Inst Ecol & Evolutionary Biol, Taipei 10764, Taiwan.
[Hubbell, Stephen] Univ Calif Los Angeles, Los Angeles, CA USA.
[Kenfack, David] Harvard Univ, CTFS Arnold Arboretum Off, Cambridge, MA 02138 USA.
[Ma, Keping; Mi, Xiangcheng; Ren, Haibao] Chinese Acad Sci, Inst Bot, Beijing 100093, Peoples R China.
[Noor, Md. Nur Supardi; Kassim, Abdul Rahman] Forest Res Inst Malaysia, Forest Environm Div, Kuala Lumpur 52109, Malaysia.
[Sun, I-Fang] Natl Dong Hwa Univ, Dept Nat Resources & Environm Studies, Shoufeng 97401, Hualien, Taiwan.
[Thomas, Duncan] Oregon State Univ, Dept Bot & Pathol, Corvallis, OR 97331 USA.
[Ye, Wanhui] Chinese Acad Sci, S China Bot Garden, Guangzhou, Guangdong, Peoples R China.
[He, Fangliang] Sun Yat Sen Univ, State Key Lab Biocontrol, SYSU Alberta Joint Lab Biodivers Conservat, Guangzhou 510275, Guangdong, Peoples R China.
[He, Fangliang] Sun Yat Sen Univ, Sch Life Sci, Guangzhou 510275, Guangdong, Peoples R China.
[He, Fangliang] Univ Alberta, Dept Renewable Resources, Edmonton, AB T6G 2H1, Canada.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/j.1466-8238.2012.00770.x
",NA,"miquelcaceres@gmail.com; fhe@ualberta.ca
","1202
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"12
",NA,NA,NA,NA,NA,NA,45,NA,"DEC
",NA,NA,NA,NA,"J
",NA,2012,"De Caceres, Miquel/I-1279-2016
",NA,"De Caceres, Miquel/0000-0001-7132-2080
",NA,"De Caceres, M (reprint author), Forest Sci Ctr Catalonia, Ctra Antiga St Llorenc Km 2, Solsona 25280, Spain.
",NA,NA,"1466-822X
","GLOBAL ECOLOGY AND BIOGEOGRAPHY
",NA,NA,38,"The variation of tree beta diversity across a global network of forest
plots
","WOS:000311613000006
",1,21,NA,41
"./data/Ecuador_0114.txt",NA,"Fugere, V.
Andino, P.
Espinosa, R.
Anthelme, F.
Jacobsen, D.
Dangles, O.
","Fugere, V
Andino, P
Espinosa, R
Anthelme, F
Jacobsen, D
Dangles, O
","1259
","[Fugere, V.] McGill Univ, Dept Biol, Montreal, PQ H3A 1B1, Canada.
[Andino, P.; Espinosa, R.; Anthelme, F.; Dangles, O.] Pontificia Univ Catolica Ecuador, Fac Ciencias Exactas & Nat, Entomol Lab, Quito, Ecuador.
[Anthelme, F.] CIRAD, UMR AMAP, IRD, TA A51 PS2, F-34398 Montpellier 5, France.
[Jacobsen, D.] Univ Copenhagen, Freshwater Biol Sect, Dept Biol, DK-3400 Hillerod, Denmark.
[Dangles, O.] CNRS, IRD, LEGS CNRS, UR 072,UPR 9034, F-91198 Gif Sur Yvette, France.
[Dangles, O.] Univ Paris 11, F-91405 Orsay, France.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/j.1365-2656.2012.01994.x
",NA,"vincent.fugere@mail.mcgill.ca
","1267
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"6
",NA,NA,NA,NA,NA,NA,51,NA,"NOV
",NA,NA,NA,NA,"J
",NA,2012,"Dangles, Olivier/C-4924-2009; Jacobsen, Dean/K-4920-2014
",NA,"Dangles, Olivier/0000-0002-1987-8433; Jacobsen, Dean/0000-0001-5137-297X
",22548624,"Fugere, V (reprint author), McGill Univ, Dept Biol, 1205 Ave Docteur Penfield, Montreal, PQ H3A 1B1, Canada.
",NA,NA,"0021-8790
","JOURNAL OF ANIMAL ECOLOGY
",NA,NA,15,"Testing the stress-gradient hypothesis with aquatic detritivorous
invertebrates: insights for biodiversity-ecosystem functioning research
","WOS:000310554300013
",1,81,NA,15
"./data/Ecuador_0114.txt",NA,"Blake, Stephen
Wikelski, Martin
Cabrera, Fredy
Guezou, Anne
Silva, Miriam
Sadeghayobi, E.
Yackulic, Charles B.
Jaramillo, Patricia
","Blake, S
Wikelski, M
Cabrera, F
Guezou, A
Silva, M
Sadeghayobi, E
Yackulic, CB
Jaramillo, P
","1961
","[Blake, Stephen; Wikelski, Martin] Max Planck Inst Ornithol, D-78315 Radolfzell am Bodensee, Germany.
[Blake, Stephen] Univ Missouri, Whitney R Harris World Ecol Ctr, St Louis, MO 63121 USA.
[Blake, Stephen; Cabrera, Fredy; Guezou, Anne; Silva, Miriam; Jaramillo, Patricia] Charles Darwin Fdn, Quito, Ecuador.
[Blake, Stephen] SUNY Coll Environm Sci & Forestry, Syracuse, NY 13210 USA.
[Blake, Stephen] Washington Univ, Dept Biol, St Louis, MO 63130 USA.
[Sadeghayobi, E.] Uppsala Univ, Dept Vegetat Ecol, SE-75236 Uppsala, Sweden.
[Yackulic, Charles B.] Princeton Univ, Dept Ecol & Evolutionary Biol, Princeton, NJ 08544 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/j.1365-2699.2011.02672.x
",NA,"sblakewcs@gmail.com
","1972
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"11
",NA,NA,NA,NA,NA,NA,81,NA,"NOV
",NA,NA,NA,NA,"J
",NA,2012,NA,NA,NA,NA,"Blake, S (reprint author), Max Planck Inst Ornithol, Schlossallee 2, D-78315 Radolfzell am Bodensee, Germany.
",NA,NA,"0305-0270
","JOURNAL OF BIOGEOGRAPHY
",NA,NA,21,"Seed dispersal by Galapagos tortoises
","WOS:000310266600005
",1,39,NA,24
"./data/Ecuador_0114.txt",NA,"Marques, Isabel
Fuertes Aguilar, Javier
Martins-Loucao, Maria Amelia
Nieto Feliner, Gonzalo
","Marques, I
Aguilar, JF
Martins-Loucao, MA
Feliner, GN
","1433
","[Marques, Isabel] Univ Tecn Particular Loja, Loja 1101608, Ecuador.
[Marques, Isabel; Martins-Loucao, Maria Amelia] Univ Lisbon, Museu Nacl Hist Nat, P-1280102 Lisbon, Portugal.
[Marques, Isabel; Fuertes Aguilar, Javier; Nieto Feliner, Gonzalo] CSIC, E-28014 Madrid, Spain.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s10682-012-9554-6
",NA,"isabel.ic@gmail.com
","1450
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"6
",NA,NA,NA,NA,NA,NA,53,NA,"NOV
",NA,NA,NA,NA,"J
",NA,2012,"Fuertes Aguilar, Javier/A-3974-2010; Martins-Loucao, Maria
Amelia/H-1994-2011; Marques, Isabel/G-6773-2015
",NA,"Fuertes Aguilar, Javier/0000-0001-5649-4845; Martins-Loucao, Maria
Amelia/0000-0002-5883-2462; Marques, Isabel/0000-0001-9788-4831
",NA,"Marques, I (reprint author), Univ Tecn Particular Loja, San Cayetano Alto S-N, Loja 1101608, Ecuador.
",NA,NA,"0269-7653
","EVOLUTIONARY ECOLOGY
",NA,NA,9,"Spatial-temporal patterns of flowering asynchrony and pollinator
fidelity in hybridizing species of Narcissus
","WOS:000309869600010
",1,26,NA,9
"./data/Ecuador_0114.txt",NA,"Luis Telleria, Jose
Santos, Tomas
Refoyo, Pablo
Munoz, Jesus
","Telleria, JL
Santos, T
Refoyo, P
Munoz, J
","1130
","[Luis Telleria, Jose; Santos, Tomas; Refoyo, Pablo] Univ Complutense, Fac Ciencias Biol, Dept Zool & Antropol Fis, Madrid 28040, Spain.
[Munoz, Jesus] CSIC, Real Jardin Bot, E-28014 Madrid, Spain.
[Munoz, Jesus] Univ Tecnol Indoamer, Ambato, Ecuador.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/j.1472-4642.2012.00900.x
",NA,"telleria@bio.ucm.es
","1138
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"11
",NA,NA,NA,NA,NA,NA,51,NA,"NOV
",NA,NA,NA,NA,"J
",NA,2012,"Evolution and Conservation Biology, UCM Group /K-9382-2014; Refoyo
Roman, Pablo/M-4233-2014; Telleria, Jose Luis/K-2944-2013
",NA,"Refoyo Roman, Pablo/0000-0002-9566-9297; Telleria, Jose
Luis/0000-0001-6170-8860
",NA,"Telleria, JL (reprint author), Univ Complutense, Fac Ciencias Biol, Dept Zool & Antropol Fis, Madrid 28040, Spain.
",NA,NA,"1366-9516
","DIVERSITY AND DISTRIBUTIONS
",NA,NA,7,"Use of ring recoveries to predict habitat suitability in small
passerines
","WOS:000309603900007
",1,18,NA,7
"./data/Ecuador_0114.txt",NA,"Dangles, Olivier
Casas, Jerome
","Dangles, O
Casas, J
","446
","[Dangles, Olivier] Care of Pontifical Catholic Univ Ecuador, Res Inst Dev IRD, Quito, Ecuador.
[Casas, Jerome] Univ Tours, Tours, France.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Olivier.Dangles@ird.fr
","447
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"8
",NA,NA,NA,NA,NA,NA,5,NA,"OCT
",NA,NA,NA,NA,"J
",NA,2012,"Dangles, Olivier/C-4924-2009; Casas, Jerome/D-9620-2011
",NA,"Dangles, Olivier/0000-0002-1987-8433; Casas, Jerome/0000-0003-1666-295X
",NA,"Dangles, O (reprint author), Care of Pontifical Catholic Univ Ecuador, Res Inst Dev IRD, Quito, Ecuador.
",NA,NA,"1540-9295
","FRONTIERS IN ECOLOGY AND THE ENVIRONMENT
",NA,NA,0,"The bee and the turtle: a fable from Yasuni National Park
","WOS:000309333400020
",1,10,NA,0
"./data/Ecuador_0114.txt",NA,"Peck, Mika
Mariscal, Ana
Padbury, Martin
Cane, Tim
Kniveton, Dominic
Angel Chinchero, Miguel
","Peck, M
Mariscal, A
Padbury, M
Cane, T
Kniveton, D
Chinchero, MA
","548
","[Peck, Mika; Padbury, Martin] Univ Sussex, Dept Life Sci, Brighton BN1 9QJ, E Sussex, England.
[Mariscal, Ana; Angel Chinchero, Miguel] Corp Bot Ecuadendron, Herbario Nacl Ecuador QCNE, Quito, Ecuador.
[Cane, Tim; Kniveton, Dominic] Univ Sussex, Dept Geog, Brighton BN1 9QJ, E Sussex, England.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/j.1654-109X.2012.01196.x
",NA,"m.r.peck@sussex.ac.uk; amariscal2005@yahoo.com;
martin.padbury@btinternet.com; t.cane@sussex.ac.uk;
D.R.Kniveton@sussex.ac.uk; cdtk@hotmail.com
","559
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"4
",NA,NA,NA,NA,NA,NA,37,NA,"OCT
",NA,NA,NA,NA,"J
",NA,2012,"Peck, Mika/I-3317-2012
",NA,"Peck, Mika/0000-0003-0461-0001
",NA,"Peck, M (reprint author), Univ Sussex, Dept Life Sci, Brighton BN1 9QJ, E Sussex, England.
",NA,NA,"1402-2001
","APPLIED VEGETATION SCIENCE
",NA,NA,2,"Identifying tropical Ecuadorian Andean trees from inter-crown pixel
distributions in hyperspatial aerial imagery
","WOS:000308373500010
",1,15,NA,2
"./data/Ecuador_0114.txt",NA,"Cardenas, Rafael E.
Dangles, Olivier
","Cardenas, RE
Dangles, O
","975
","[Cardenas, Rafael E.; Dangles, Olivier] Pontificia Univ Catolica Ecuador, Escuela Ciencias Biol, Lab Entomol, Museo Zool QCAZ, Quito, Ecuador.
[Cardenas, Rafael E.; Dangles, Olivier] CNRS, UPR 9034, Inst Rech Dev IRD, Lab Evolut Genomes & Speciat,UR 072, F-91198 Gif Sur Yvette, France.
[Cardenas, Rafael E.; Dangles, Olivier] Univ Paris 11, F-91405 Orsay, France.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s11284-012-0979-8
",NA,"recardenasm@yahoo.com
","981
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"5
",NA,NA,NA,NA,NA,NA,42,NA,"SEP
",NA,NA,NA,NA,"J
",NA,2012,"Dangles, Olivier/C-4924-2009
",NA,"Dangles, Olivier/0000-0002-1987-8433
",NA,"Cardenas, RE (reprint author), Pontificia Univ Catolica Ecuador, Escuela Ciencias Biol, Lab Entomol, Museo Zool QCAZ, Av 12 Octubre 1076 & Roca,Apdo 17-01-2184, Quito, Ecuador.
",NA,NA,"0912-3814
","ECOLOGICAL RESEARCH
",NA,NA,2,"Do canopy herbivores mechanically facilitate subsequent litter
decomposition in soil? A pilot study from a Neotropical cloud forest
","WOS:000308951600017
",1,27,NA,6
"./data/Ecuador_0114.txt",NA,"Russell-Smith, Jeremy
Gardener, Mark R.
Brock, Chris
Brennan, Kym
Yates, Cameron P.
Grace, Blair
","Russell-Smith, J
Gardener, MR
Brock, C
Brennan, K
Yates, CP
Grace, B
","1657
","[Russell-Smith, Jeremy; Yates, Cameron P.] Bushfires NT, Winnellie, NA 0821, Australia.
[Russell-Smith, Jeremy; Gardener, Mark R.] Charles Darwin Univ, Res Inst Environm & Livelihoods, Darwin, NT 0909, Australia.
[Gardener, Mark R.] Charles Darwin Fdn, Puerto Ayora, Galapagos Islan, Ecuador.
[Brock, Chris] Dept Nat Resources Environm Arts & Sport NRETAS, Alice Springs, NT, Australia.
[Brennan, Kym] NRETAS, Palmerston, NT, Australia.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/j.1365-2699.2012.02714.x
",NA,"jeremy.russell-smith@nt.gov.au
","1668
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"9
",NA,NA,NA,NA,NA,NA,67,NA,"SEP
",NA,NA,NA,NA,"J
",NA,2012,"Grace, Blair/B-7402-2013
",NA,NA,NA,"Russell-Smith, J (reprint author), Bushfires NT, POB 37346, Winnellie, NA 0821, Australia.
",NA,NA,"0305-0270
","JOURNAL OF BIOGEOGRAPHY
",NA,NA,11,"Fire persistence traits can be used to predict vegetation response to
changing fire regimes at expansive landscape scales - an Australian
example
","WOS:000307562200010
",1,39,NA,11
"./data/Ecuador_0114.txt",NA,"Restrepo, Alejandra
Colinvaux, Paul
Bush, Mark
Correa-Metrio, Alexander
Conroy, Jessica
Gardener, Mark R.
Jaramillo, Patricia
Steinitz-Kannan, Miriam
Overpeck, Jonathan
","Restrepo, A
Colinvaux, P
Bush, M
Correa-Metrio, A
Conroy, J
Gardener, MR
Jaramillo, P
Steinitz-Kannan, M
Overpeck, J
","1853
","[Restrepo, Alejandra; Bush, Mark; Correa-Metrio, Alexander] Florida Inst Technol, Dept Biol Sci, Melbourne, FL 32901 USA.
[Colinvaux, Paul] Marine Biol Lab, Woods Hole, MA 02543 USA.
[Conroy, Jessica; Overpeck, Jonathan] Univ Arizona, Dept Geosci, Tucson, AZ 85721 USA.
[Gardener, Mark R.; Jaramillo, Patricia] Charles Darwin Fdn, Santa Cruz, Galapagos Islan, Ecuador.
[Steinitz-Kannan, Miriam] No Kentucky Univ, Dept Biol Sci, Highland Hts, KY 41099 USA.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mbush@fit.edu
","1866
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"8
",NA,NA,NA,NA,NA,NA,66,NA,"AUG
",NA,NA,NA,NA,"J
",NA,2012,NA,NA,"Bush, Mark/0000-0001-6894-8613
",22928414,"Bush, M (reprint author), Florida Inst Technol, Dept Biol Sci, Melbourne, FL 32901 USA.
",NA,NA,"0012-9658
","ECOLOGY
",NA,NA,14,"Impacts of climate variability and human colonization on the vegetation
of the Galapagos Islands
","WOS:000307214000011
",1,93,NA,16
"./data/Ecuador_0114.txt",NA,"Setaro, Sabrina D.
Garnica, Sigisfredo
Herrera, Paulo I.
Suarez, Juan Pablo
Goeker, Markus
","Setaro, SD
Garnica, S
Herrera, PI
Suarez, JP
Goker, M
","2269
","[Setaro, Sabrina D.] Wake Forest Univ, Dept Biol, Winston Salem, NC 27106 USA.
[Garnica, Sigisfredo] Univ Tubingen, Inst Evolut & Onkol, D-72076 Tubingen, Germany.
[Herrera, Paulo I.; Suarez, Juan Pablo] Univ Tecn Particular Loja, Ctr Biol Celular & Mol, Loja 1101608, Ecuador.
[Goeker, Markus] DSMZ German Collect Microorganisms & Cell Culture, D-38124 Braunschweig, Germany.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s10531-011-0205-y
",NA,"setarosd@wfu.edu
","2285
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"9
",NA,NA,NA,NA,NA,NA,75,NA,"AUG
",NA,NA,NA,NA,"J
",NA,2012,"Sigisfredo, Garnica/P-6506-2014; 
",NA,"Suarez, Juan Pablo/0000-0002-9453-5545
",NA,"Setaro, SD (reprint author), Wake Forest Univ, Dept Biol, 1834 Wake Forest Rd, Winston Salem, NC 27106 USA.
",NA,"SI
","0960-3115
","BIODIVERSITY AND CONSERVATION
",NA,NA,12,"A clustering optimization strategy to estimate species richness of
Sebacinales in the tropical Andes based on molecular sequences from
distinct DNA regions
","WOS:000307295400006
",1,21,NA,13
